year,month,scam_type,age_group,location,report_count,total_loss,date
2024,7,financial fraud,35-44,WA,42,27361,2024-07-01
2019,5,investment,25-34,VIC,20,10571,2019-05-01
2021,8,task-based scam,35-44,VIC,39,2718,2021-08-01
2024,1,financial fraud,35-44,NSW,29,29693,2024-01-01
2024,12,financial fraud,65+,ACT,29,19488,2024-12-01
2022,7,investment,18-24,SA,17,40593,2022-07-01
2019,11,phishing,18-24,NT,22,31124,2019-11-01
2023,9,phishing,55-64,VIC,31,23689,2023-09-01
2023,8,investment,25-34,WA,38,22018,2023-08-01
2023,4,phishing,55-64,QLD,30,19464,2023-04-01
2024,8,investment,35-44,NSW,24,36952,2024-08-01
2025,12,investment,18-24,ACT,20,15118,2025-12-01
2019,12,identity theft,25-34,NSW,6,41252,2019-12-01
2023,8,investment,55-64,NT,28,35406,2023-08-01
2021,1,investment,65+,WA,20,29573,2021-01-01
2024,1,phishing,65+,WA,18,33207,2024-01-01
2025,11,phishing,25-34,VIC,28,18739,2025-11-01
2025,9,financial fraud,65+,VIC,25,24619,2025-09-01
2019,1,financial fraud,65+,QLD,11,35572,2019-01-01
2025,10,identity theft,55-64,QLD,28,21844,2025-10-01
2021,3,investment,65+,TAS,41,20241,2021-03-01
2020,3,task-based scam,55-64,ACT,25,43375,2020-03-01
2019,4,financial fraud,35-44,WA,41,10325,2019-04-01
2023,12,investment,65+,ACT,23,27303,2023-12-01
2023,3,phishing,35-44,SA,17,35710,2023-03-01
2024,3,investment,35-44,WA,47,14809,2024-03-01
2020,5,investment,45-54,TAS,43,121,2020-05-01
2024,5,phishing,65+,VIC,18,29884,2024-05-01
2022,8,financial fraud,18-24,QLD,37,36742,2022-08-01
2020,7,task-based scam,45-54,NT,23,48015,2020-07-01
2023,12,task-based scam,45-54,NSW,35,25624,2023-12-01
2023,9,identity theft,55-64,QLD,41,27991,2023-09-01
2022,12,phishing,35-44,TAS,2,34275,2022-12-01
2025,5,financial fraud,65+,NSW,46,16490,2025-05-01
2020,4,phishing,35-44,SA,9,35005,2020-04-01
2021,12,identity theft,45-54,NSW,13,39865,2021-12-01
2020,4,task-based scam,35-44,QLD,45,18488,2020-04-01
2021,2,financial fraud,35-44,NSW,39,713,2021-02-01
2023,9,financial fraud,25-34,NT,30,16379,2023-09-01
2023,7,phishing,45-54,NT,25,46972,2023-07-01
2020,11,investment,55-64,SA,27,27003,2020-11-01
2023,2,financial fraud,18-24,ACT,48,48719,2023-02-01
2024,10,task-based scam,25-34,NSW,33,581,2024-10-01
2025,8,identity theft,25-34,ACT,15,3580,2025-08-01
2024,2,investment,55-64,ACT,18,39654,2024-02-01
2025,2,financial fraud,45-54,NSW,44,21850,2025-02-01
2025,4,investment,45-54,TAS,45,27176,2025-04-01
2024,7,phishing,25-34,QLD,39,36020,2024-07-01
2022,10,identity theft,45-54,ACT,6,5794,2022-10-01
2019,9,phishing,65+,ACT,26,27430,2019-09-01
2021,5,phishing,65+,VIC,28,29382,2021-05-01
2023,3,phishing,65+,QLD,25,23614,2023-03-01
2025,6,phishing,45-54,NSW,18,38673,2025-06-01
2025,9,identity theft,65+,TAS,25,37796,2025-09-01
2021,2,identity theft,25-34,QLD,26,28268,2021-02-01
2025,7,identity theft,18-24,TAS,19,13007,2025-07-01
2020,10,phishing,45-54,VIC,6,46420,2020-10-01
2022,11,phishing,35-44,WA,8,40829,2022-11-01
2021,10,investment,45-54,SA,16,42763,2021-10-01
2023,4,investment,45-54,SA,48,41010,2023-04-01
2019,6,identity theft,55-64,NT,45,40570,2019-06-01
2024,4,investment,65+,NSW,26,18745,2024-04-01
2022,2,identity theft,55-64,WA,16,45625,2022-02-01
2025,5,phishing,65+,NT,30,38436,2025-05-01
2020,3,phishing,65+,ACT,29,16733,2020-03-01
2023,10,financial fraud,18-24,TAS,30,5960,2023-10-01
2022,3,financial fraud,25-34,VIC,2,8511,2022-03-01
2025,10,identity theft,18-24,ACT,35,44121,2025-10-01
2023,3,identity theft,45-54,TAS,2,45410,2023-03-01
2020,2,financial fraud,65+,TAS,13,21088,2020-02-01
2020,4,task-based scam,65+,VIC,33,32713,2020-04-01
2019,7,investment,25-34,SA,5,45546,2019-07-01
2025,2,financial fraud,25-34,TAS,32,48399,2025-02-01
2025,4,investment,45-54,QLD,35,39994,2025-04-01
2022,5,task-based scam,18-24,WA,4,26557,2022-05-01
2019,10,investment,18-24,VIC,26,11075,2019-10-01
2019,3,task-based scam,18-24,ACT,30,34060,2019-03-01
2025,5,investment,65+,QLD,13,4216,2025-05-01
2019,12,investment,35-44,TAS,45,12227,2019-12-01
2024,5,financial fraud,18-24,ACT,25,8508,2024-05-01
2025,2,financial fraud,25-34,NSW,37,22607,2025-02-01
2021,1,identity theft,35-44,WA,5,34682,2021-01-01
2020,2,identity theft,18-24,VIC,24,45276,2020-02-01
2019,12,identity theft,65+,SA,34,44348,2019-12-01
2021,5,identity theft,55-64,VIC,25,33180,2021-05-01
2021,8,phishing,25-34,ACT,42,42696,2021-08-01
2021,1,financial fraud,25-34,TAS,43,20535,2021-01-01
2019,6,financial fraud,45-54,QLD,19,36811,2019-06-01
2021,3,phishing,25-34,WA,25,17295,2021-03-01
2019,5,investment,25-34,TAS,23,22969,2019-05-01
2022,10,investment,55-64,SA,33,30355,2022-10-01
2020,11,financial fraud,35-44,NSW,6,15041,2020-11-01
2023,1,task-based scam,45-54,NT,28,17996,2023-01-01
2019,5,investment,25-34,TAS,38,10774,2019-05-01
2020,10,task-based scam,18-24,ACT,26,2239,2020-10-01
2019,2,financial fraud,25-34,NT,3,20449,2019-02-01
2024,9,investment,18-24,VIC,31,25499,2024-09-01
2022,3,task-based scam,65+,QLD,38,32586,2022-03-01
2025,11,financial fraud,18-24,NT,17,20968,2025-11-01
2020,10,task-based scam,25-34,SA,14,4927,2020-10-01
2020,11,financial fraud,35-44,ACT,26,903,2020-11-01
2021,11,financial fraud,18-24,NT,39,42297,2021-11-01
2025,10,identity theft,55-64,VIC,33,47044,2025-10-01
2019,5,identity theft,55-64,ACT,33,31565,2019-05-01
2019,5,financial fraud,45-54,VIC,33,6189,2019-05-01
2023,3,financial fraud,35-44,NSW,32,26149,2023-03-01
2021,10,financial fraud,45-54,WA,27,29589,2021-10-01
2025,5,phishing,35-44,NT,34,18446,2025-05-01
2021,5,financial fraud,25-34,WA,26,19118,2021-05-01
2023,8,phishing,18-24,ACT,9,44102,2023-08-01
2021,8,investment,65+,QLD,26,49012,2021-08-01
2021,6,task-based scam,55-64,VIC,41,7500,2021-06-01
2022,2,financial fraud,25-34,VIC,2,3698,2022-02-01
2024,9,identity theft,25-34,TAS,1,38820,2024-09-01
2020,6,investment,35-44,ACT,30,49829,2020-06-01
2025,7,identity theft,55-64,NSW,16,12067,2025-07-01
2023,11,task-based scam,35-44,WA,7,12280,2023-11-01
2022,7,investment,18-24,TAS,2,44200,2022-07-01
2024,11,identity theft,35-44,VIC,25,17237,2024-11-01
2022,5,investment,25-34,NSW,7,38414,2022-05-01
2022,10,investment,45-54,ACT,37,39758,2022-10-01
2021,4,financial fraud,45-54,QLD,31,39265,2021-04-01
2024,7,identity theft,25-34,WA,31,32168,2024-07-01
2024,6,identity theft,25-34,WA,1,23646,2024-06-01
2023,7,identity theft,65+,NT,42,6743,2023-07-01
2021,4,investment,35-44,TAS,44,8124,2021-04-01
2021,2,phishing,35-44,NSW,16,31211,2021-02-01
2022,10,task-based scam,18-24,VIC,9,45136,2022-10-01
2019,9,identity theft,18-24,SA,13,4440,2019-09-01
2023,7,investment,25-34,SA,26,38662,2023-07-01
2023,4,phishing,55-64,VIC,42,47180,2023-04-01
2022,2,financial fraud,35-44,NSW,33,9497,2022-02-01
2022,8,investment,65+,QLD,40,14185,2022-08-01
2025,8,investment,18-24,ACT,12,7023,2025-08-01
2020,10,identity theft,25-34,NT,32,34747,2020-10-01
2022,8,phishing,25-34,VIC,37,28312,2022-08-01
2021,3,identity theft,45-54,ACT,29,25263,2021-03-01
2025,12,phishing,25-34,SA,29,23387,2025-12-01
2022,10,identity theft,45-54,WA,28,18847,2022-10-01
2023,4,phishing,35-44,NSW,42,12295,2023-04-01
2019,2,identity theft,18-24,VIC,48,23385,2019-02-01
2019,7,investment,18-24,NT,37,35439,2019-07-01
2021,12,financial fraud,25-34,WA,19,25879,2021-12-01
2019,7,phishing,25-34,VIC,3,16595,2019-07-01
2022,1,task-based scam,55-64,WA,12,24935,2022-01-01
2019,9,financial fraud,65+,TAS,46,12417,2019-09-01
2022,9,task-based scam,45-54,NT,34,30427,2022-09-01
2024,5,task-based scam,25-34,ACT,25,32269,2024-05-01
2020,7,phishing,18-24,NSW,36,22246,2020-07-01
2023,10,financial fraud,35-44,VIC,27,567,2023-10-01
2024,8,identity theft,65+,NSW,43,3200,2024-08-01
2021,3,identity theft,55-64,QLD,1,25651,2021-03-01
2020,7,identity theft,35-44,SA,37,20934,2020-07-01
2019,5,identity theft,25-34,NT,23,13033,2019-05-01
2021,4,task-based scam,45-54,ACT,41,35978,2021-04-01
2025,10,phishing,65+,SA,3,3263,2025-10-01
2022,2,investment,55-64,NSW,40,47675,2022-02-01
2020,7,identity theft,35-44,NT,12,18696,2020-07-01
2023,7,investment,35-44,NSW,12,23706,2023-07-01
2023,10,identity theft,25-34,ACT,38,7002,2023-10-01
2020,10,investment,45-54,WA,13,46647,2020-10-01
2020,12,task-based scam,35-44,NT,6,37808,2020-12-01
2020,8,identity theft,55-64,ACT,25,41700,2020-08-01
2019,11,phishing,18-24,TAS,1,47412,2019-11-01
2024,4,investment,18-24,WA,39,9412,2024-04-01
2024,10,phishing,45-54,VIC,13,16166,2024-10-01
2024,2,investment,25-34,VIC,38,14688,2024-02-01
2023,11,financial fraud,35-44,NT,48,7329,2023-11-01
2025,3,identity theft,45-54,VIC,40,2240,2025-03-01
2023,1,identity theft,18-24,ACT,18,42340,2023-01-01
2019,11,task-based scam,35-44,TAS,45,49119,2019-11-01
2021,12,investment,45-54,VIC,35,38277,2021-12-01
2023,6,identity theft,55-64,SA,32,38300,2023-06-01
2021,8,phishing,65+,VIC,1,46281,2021-08-01
2025,10,phishing,45-54,NSW,31,12174,2025-10-01
2021,12,identity theft,35-44,QLD,29,21665,2021-12-01
2021,12,investment,25-34,NSW,47,35990,2021-12-01
2023,12,investment,18-24,VIC,25,13132,2023-12-01
2022,8,financial fraud,65+,VIC,19,8824,2022-08-01
2021,4,financial fraud,35-44,NSW,35,21703,2021-04-01
2024,4,investment,45-54,NSW,13,6085,2024-04-01
2025,12,phishing,35-44,NT,29,40124,2025-12-01
2025,10,phishing,45-54,QLD,46,24045,2025-10-01
2022,12,identity theft,18-24,QLD,12,23450,2022-12-01
2019,12,phishing,25-34,QLD,8,36154,2019-12-01
2024,1,investment,25-34,QLD,44,21987,2024-01-01
2025,6,financial fraud,45-54,ACT,38,2437,2025-06-01
2022,4,investment,65+,SA,26,26323,2022-04-01
2022,9,task-based scam,25-34,TAS,8,13185,2022-09-01
2020,2,task-based scam,35-44,WA,5,6186,2020-02-01
2021,8,task-based scam,18-24,ACT,27,22723,2021-08-01
2023,7,task-based scam,25-34,WA,43,32338,2023-07-01
2020,8,financial fraud,65+,NT,9,36110,2020-08-01
2024,2,identity theft,25-34,NT,15,41400,2024-02-01
2022,10,identity theft,35-44,SA,35,30929,2022-10-01
2019,12,phishing,45-54,TAS,14,23309,2019-12-01
2023,9,task-based scam,25-34,VIC,44,13095,2023-09-01
2019,4,task-based scam,65+,QLD,43,43128,2019-04-01
2022,1,phishing,55-64,TAS,33,6215,2022-01-01
2019,6,investment,45-54,WA,26,7325,2019-06-01
2020,4,task-based scam,55-64,QLD,19,2701,2020-04-01
2019,2,financial fraud,65+,SA,1,44058,2019-02-01
2020,1,phishing,25-34,VIC,20,19469,2020-01-01
2021,6,identity theft,18-24,QLD,49,44632,2021-06-01
2025,8,financial fraud,45-54,NT,30,43213,2025-08-01
2023,3,financial fraud,55-64,NSW,43,17013,2023-03-01
2019,12,task-based scam,45-54,NT,43,19002,2019-12-01
2020,10,phishing,25-34,WA,16,46523,2020-10-01
2022,8,identity theft,35-44,ACT,48,23843,2022-08-01
2024,9,identity theft,55-64,ACT,2,37147,2024-09-01
2025,2,investment,55-64,ACT,21,22967,2025-02-01
2022,4,phishing,65+,ACT,26,5779,2022-04-01
2020,6,financial fraud,18-24,ACT,3,7549,2020-06-01
2023,7,task-based scam,55-64,SA,2,45911,2023-07-01
2021,4,financial fraud,55-64,NSW,47,40220,2021-04-01
2021,4,phishing,55-64,NSW,19,41404,2021-04-01
2023,7,investment,65+,VIC,1,44943,2023-07-01
2024,7,identity theft,25-34,ACT,33,45107,2024-07-01
2019,7,task-based scam,45-54,TAS,19,8888,2019-07-01
2020,5,identity theft,18-24,WA,2,44369,2020-05-01
2021,4,investment,25-34,QLD,29,394,2021-04-01
2023,6,financial fraud,55-64,NT,7,10990,2023-06-01
2021,7,identity theft,35-44,QLD,15,29560,2021-07-01
2021,10,phishing,55-64,QLD,7,14448,2021-10-01
2019,9,phishing,65+,NSW,26,41236,2019-09-01
2021,5,investment,45-54,WA,36,2663,2021-05-01
2020,6,identity theft,35-44,NSW,39,37922,2020-06-01
2023,5,financial fraud,25-34,SA,21,47318,2023-05-01
2024,5,task-based scam,18-24,ACT,29,34185,2024-05-01
2024,3,task-based scam,35-44,NT,6,37839,2024-03-01
2024,1,financial fraud,25-34,WA,44,1465,2024-01-01
2019,2,identity theft,18-24,ACT,7,5186,2019-02-01
2024,7,task-based scam,55-64,NSW,22,37631,2024-07-01
2019,11,investment,55-64,SA,2,33079,2019-11-01
2024,12,task-based scam,65+,VIC,45,32549,2024-12-01
2023,4,task-based scam,35-44,TAS,29,33763,2023-04-01
2020,11,task-based scam,65+,WA,40,22091,2020-11-01
2025,10,investment,65+,WA,25,34188,2025-10-01
2024,3,phishing,35-44,ACT,38,21466,2024-03-01
2021,12,investment,25-34,NT,35,19260,2021-12-01
2021,4,investment,25-34,NSW,28,43547,2021-04-01
2024,8,phishing,45-54,NT,39,28716,2024-08-01
2020,7,identity theft,35-44,VIC,10,18411,2020-07-01
2025,8,financial fraud,45-54,NSW,20,17012,2025-08-01
2022,1,investment,25-34,NT,23,7158,2022-01-01
2023,1,investment,65+,NT,47,3348,2023-01-01
2020,12,financial fraud,45-54,NT,41,34458,2020-12-01
2021,4,investment,65+,TAS,42,39594,2021-04-01
2023,9,financial fraud,55-64,NT,37,47104,2023-09-01
2024,6,task-based scam,25-34,NT,48,49811,2024-06-01
2023,2,investment,65+,NT,19,18270,2023-02-01
2021,4,task-based scam,65+,SA,44,11249,2021-04-01
2020,4,investment,45-54,NSW,7,43138,2020-04-01
2022,9,task-based scam,35-44,NT,22,23666,2022-09-01
2023,5,phishing,35-44,TAS,40,22618,2023-05-01
2024,6,phishing,65+,QLD,31,15568,2024-06-01
2023,3,financial fraud,18-24,WA,10,25483,2023-03-01
2023,9,investment,45-54,NT,11,33728,2023-09-01
2024,4,investment,65+,SA,28,18708,2024-04-01
2024,9,task-based scam,45-54,SA,7,12353,2024-09-01
2024,4,financial fraud,55-64,TAS,19,4036,2024-04-01
2025,2,investment,35-44,NT,27,34188,2025-02-01
2020,6,financial fraud,55-64,QLD,29,14290,2020-06-01
2023,8,investment,18-24,WA,17,16215,2023-08-01
2024,5,identity theft,35-44,QLD,39,42553,2024-05-01
2021,2,investment,18-24,TAS,44,40401,2021-02-01
2021,1,phishing,25-34,VIC,42,42489,2021-01-01
2024,5,investment,65+,ACT,7,7129,2024-05-01
2019,4,financial fraud,55-64,QLD,29,41488,2019-04-01
2025,10,financial fraud,55-64,QLD,19,1529,2025-10-01
2023,9,identity theft,18-24,ACT,1,35523,2023-09-01
2025,4,phishing,25-34,SA,12,24885,2025-04-01
2022,12,task-based scam,35-44,QLD,11,40596,2022-12-01
2025,7,investment,45-54,QLD,2,41969,2025-07-01
2019,12,investment,55-64,QLD,37,2657,2019-12-01
2023,12,task-based scam,18-24,WA,14,13339,2023-12-01
2025,6,identity theft,55-64,NT,7,226,2025-06-01
2023,2,identity theft,55-64,SA,11,49441,2023-02-01
2024,4,investment,55-64,NT,31,8898,2024-04-01
2020,3,phishing,18-24,NT,17,25552,2020-03-01
2025,12,investment,25-34,ACT,49,25934,2025-12-01
2020,12,financial fraud,25-34,VIC,31,7352,2020-12-01
2021,6,task-based scam,35-44,NT,20,9090,2021-06-01
2019,11,phishing,18-24,NSW,23,16026,2019-11-01
2019,7,phishing,25-34,SA,4,16755,2019-07-01
2024,5,identity theft,25-34,NT,30,12862,2024-05-01
2019,6,financial fraud,45-54,NT,37,28381,2019-06-01
2024,4,identity theft,25-34,NSW,40,35643,2024-04-01
2021,12,investment,55-64,QLD,7,36278,2021-12-01
2022,7,financial fraud,55-64,NT,28,11059,2022-07-01
2022,4,investment,65+,ACT,8,6297,2022-04-01
2024,3,investment,35-44,ACT,3,21121,2024-03-01
2022,9,investment,35-44,SA,49,42024,2022-09-01
2024,3,identity theft,65+,QLD,17,6043,2024-03-01
2019,7,identity theft,25-34,NSW,18,32747,2019-07-01
2023,5,task-based scam,45-54,ACT,7,5357,2023-05-01
2019,12,financial fraud,65+,ACT,43,1116,2019-12-01
2024,3,phishing,55-64,TAS,22,9444,2024-03-01
2023,11,identity theft,65+,SA,20,7951,2023-11-01
2025,5,identity theft,55-64,NSW,26,25338,2025-05-01
2020,8,financial fraud,45-54,WA,35,19696,2020-08-01
2024,2,investment,45-54,VIC,22,35859,2024-02-01
2024,5,task-based scam,45-54,WA,7,21215,2024-05-01
2021,12,financial fraud,65+,TAS,3,46660,2021-12-01
2025,1,investment,55-64,VIC,40,1328,2025-01-01
2022,7,investment,45-54,ACT,12,23380,2022-07-01
2019,8,identity theft,55-64,ACT,20,2844,2019-08-01
2019,8,investment,55-64,SA,33,8723,2019-08-01
2020,7,phishing,45-54,ACT,19,7678,2020-07-01
2023,9,investment,45-54,SA,7,13704,2023-09-01
2022,1,task-based scam,25-34,NT,29,45547,2022-01-01
2021,5,identity theft,35-44,SA,38,7131,2021-05-01
2023,1,task-based scam,35-44,SA,32,48683,2023-01-01
2023,10,financial fraud,65+,QLD,31,24622,2023-10-01
2024,7,financial fraud,55-64,WA,47,3796,2024-07-01
2022,11,identity theft,25-34,NT,43,33122,2022-11-01
2021,2,financial fraud,35-44,WA,14,12721,2021-02-01
2025,2,financial fraud,65+,NSW,42,45647,2025-02-01
2025,8,task-based scam,65+,VIC,24,40606,2025-08-01
2022,8,identity theft,55-64,QLD,3,4176,2022-08-01
2022,1,identity theft,55-64,NT,7,28520,2022-01-01
2019,9,phishing,25-34,TAS,17,34529,2019-09-01
2021,10,investment,18-24,TAS,38,49860,2021-10-01
2023,10,task-based scam,65+,NT,15,28181,2023-10-01
2022,10,investment,35-44,ACT,47,21780,2022-10-01
2020,10,financial fraud,18-24,WA,1,12828,2020-10-01
2021,10,financial fraud,35-44,TAS,23,30667,2021-10-01
2020,2,identity theft,65+,TAS,26,44383,2020-02-01
2023,11,phishing,55-64,NSW,31,14912,2023-11-01
2021,9,identity theft,45-54,NT,10,34856,2021-09-01
2019,3,financial fraud,45-54,ACT,43,3687,2019-03-01
2021,12,phishing,25-34,TAS,26,16793,2021-12-01
2023,1,identity theft,45-54,NT,14,47952,2023-01-01
2019,3,phishing,45-54,NT,22,26232,2019-03-01
2023,10,phishing,35-44,NT,18,32127,2023-10-01
2024,10,financial fraud,25-34,SA,44,29968,2024-10-01
2021,9,identity theft,45-54,WA,22,29342,2021-09-01
2023,2,task-based scam,35-44,TAS,5,37490,2023-02-01
2021,3,phishing,45-54,NSW,25,4044,2021-03-01
2019,9,phishing,65+,ACT,8,23387,2019-09-01
2021,6,financial fraud,35-44,WA,26,19810,2021-06-01
2023,2,phishing,55-64,SA,21,48504,2023-02-01
2023,5,identity theft,18-24,TAS,33,23122,2023-05-01
2024,11,task-based scam,18-24,QLD,23,15013,2024-11-01
2025,1,task-based scam,18-24,VIC,11,31453,2025-01-01
2024,10,investment,65+,ACT,18,34699,2024-10-01
2023,5,investment,65+,NT,12,45518,2023-05-01
2020,9,phishing,35-44,TAS,18,36082,2020-09-01
2020,11,financial fraud,55-64,QLD,28,38832,2020-11-01
2020,1,phishing,55-64,QLD,21,49509,2020-01-01
2022,10,task-based scam,35-44,VIC,17,42712,2022-10-01
2024,4,financial fraud,25-34,VIC,35,32737,2024-04-01
2021,9,task-based scam,35-44,VIC,38,6559,2021-09-01
2020,2,investment,35-44,WA,37,35815,2020-02-01
2023,8,phishing,55-64,WA,21,37150,2023-08-01
2023,5,task-based scam,18-24,ACT,36,4309,2023-05-01
2020,9,financial fraud,45-54,NSW,6,29707,2020-09-01
2024,1,task-based scam,35-44,TAS,18,26525,2024-01-01
2020,12,task-based scam,65+,WA,21,34011,2020-12-01
2023,7,task-based scam,45-54,NSW,44,37695,2023-07-01
2020,12,task-based scam,55-64,TAS,7,47417,2020-12-01
2025,12,task-based scam,35-44,QLD,29,8512,2025-12-01
2024,4,identity theft,25-34,QLD,20,15868,2024-04-01
2022,10,financial fraud,25-34,NT,34,3150,2022-10-01
2022,4,investment,25-34,WA,6,29229,2022-04-01
2025,12,identity theft,35-44,NT,43,27598,2025-12-01
2024,3,task-based scam,35-44,ACT,19,49976,2024-03-01
2022,12,phishing,55-64,TAS,23,17726,2022-12-01
2019,8,phishing,25-34,NT,5,48550,2019-08-01
2022,7,investment,45-54,TAS,5,45863,2022-07-01
2023,2,identity theft,65+,TAS,35,14917,2023-02-01
2024,2,identity theft,25-34,VIC,18,19644,2024-02-01
2025,10,investment,45-54,ACT,7,19007,2025-10-01
2019,8,identity theft,55-64,ACT,27,46633,2019-08-01
2023,5,investment,55-64,QLD,1,43290,2023-05-01
2023,5,financial fraud,65+,WA,17,22547,2023-05-01
2024,11,investment,45-54,ACT,29,43114,2024-11-01
2024,5,financial fraud,18-24,VIC,4,35504,2024-05-01
2020,11,identity theft,45-54,NT,5,27359,2020-11-01
2025,9,financial fraud,25-34,WA,21,7854,2025-09-01
2024,11,investment,45-54,ACT,43,166,2024-11-01
2021,7,phishing,65+,QLD,23,4346,2021-07-01
2022,5,task-based scam,18-24,NT,12,41762,2022-05-01
2024,8,investment,35-44,SA,19,16169,2024-08-01
2021,9,task-based scam,18-24,TAS,32,24504,2021-09-01
2021,11,financial fraud,65+,NSW,46,13213,2021-11-01
2020,3,phishing,55-64,WA,6,17154,2020-03-01
2021,1,investment,18-24,VIC,5,11418,2021-01-01
2022,3,financial fraud,55-64,TAS,22,14023,2022-03-01
2019,9,identity theft,55-64,SA,17,31026,2019-09-01
2023,9,identity theft,18-24,QLD,28,12129,2023-09-01
2022,11,investment,25-34,NT,39,46876,2022-11-01
2020,3,identity theft,35-44,SA,39,19371,2020-03-01
2019,12,identity theft,18-24,ACT,22,27617,2019-12-01
2020,12,financial fraud,45-54,WA,25,48720,2020-12-01
2025,2,task-based scam,65+,WA,6,35521,2025-02-01
2022,2,financial fraud,18-24,SA,25,10117,2022-02-01
2023,9,financial fraud,45-54,SA,38,37432,2023-09-01
2021,3,phishing,55-64,QLD,20,4744,2021-03-01
2024,9,phishing,55-64,QLD,48,36225,2024-09-01
2024,4,investment,45-54,NSW,42,27330,2024-04-01
2021,2,phishing,35-44,TAS,35,664,2021-02-01
2020,9,task-based scam,25-34,SA,20,29921,2020-09-01
2019,3,investment,65+,TAS,23,11433,2019-03-01
2024,2,identity theft,35-44,NT,41,6951,2024-02-01
2023,1,identity theft,35-44,SA,37,42824,2023-01-01
2020,7,financial fraud,25-34,VIC,47,21193,2020-07-01
2023,10,financial fraud,25-34,SA,7,24419,2023-10-01
2024,8,investment,65+,ACT,13,24986,2024-08-01
2020,3,investment,65+,WA,44,2187,2020-03-01
2025,7,financial fraud,18-24,NT,12,46540,2025-07-01
2025,10,financial fraud,35-44,SA,44,16446,2025-10-01
2019,1,investment,55-64,TAS,22,4124,2019-01-01
2025,9,task-based scam,65+,NT,14,25037,2025-09-01
2022,10,phishing,45-54,ACT,31,30357,2022-10-01
2021,6,phishing,35-44,NT,37,44634,2021-06-01
2023,3,identity theft,18-24,NT,19,43105,2023-03-01
2025,6,investment,65+,ACT,42,15672,2025-06-01
2023,1,investment,25-34,QLD,19,46369,2023-01-01
2019,5,task-based scam,65+,SA,45,49261,2019-05-01
2023,10,phishing,18-24,NT,39,49864,2023-10-01
2022,12,task-based scam,25-34,SA,3,38260,2022-12-01
2022,9,task-based scam,25-34,WA,16,12318,2022-09-01
2019,4,phishing,45-54,VIC,27,4422,2019-04-01
2020,4,phishing,35-44,TAS,12,13585,2020-04-01
2020,11,task-based scam,65+,ACT,36,22549,2020-11-01
2023,3,financial fraud,55-64,NSW,33,4083,2023-03-01
2025,3,financial fraud,65+,QLD,35,35901,2025-03-01
2023,2,identity theft,55-64,SA,48,20547,2023-02-01
2019,4,phishing,45-54,NT,22,1657,2019-04-01
2025,9,investment,35-44,VIC,10,5797,2025-09-01
2022,4,task-based scam,25-34,SA,5,26600,2022-04-01
2019,5,financial fraud,25-34,VIC,9,43151,2019-05-01
2020,4,financial fraud,18-24,NSW,20,37546,2020-04-01
2022,12,phishing,35-44,SA,19,10975,2022-12-01
2023,10,task-based scam,45-54,ACT,36,24391,2023-10-01
2020,8,identity theft,18-24,NT,42,22838,2020-08-01
2025,9,investment,18-24,SA,29,22478,2025-09-01
2025,6,financial fraud,45-54,ACT,39,16288,2025-06-01
2021,5,investment,18-24,ACT,19,3346,2021-05-01
2020,10,investment,35-44,NSW,28,35930,2020-10-01
2022,4,identity theft,65+,ACT,49,35503,2022-04-01
2022,9,investment,25-34,SA,22,45947,2022-09-01
2019,4,phishing,45-54,VIC,6,46659,2019-04-01
2022,2,identity theft,45-54,WA,36,7628,2022-02-01
2021,9,task-based scam,65+,VIC,35,3359,2021-09-01
2021,9,investment,35-44,QLD,23,17747,2021-09-01
2025,6,identity theft,35-44,TAS,49,26917,2025-06-01
2022,1,phishing,18-24,QLD,23,21113,2022-01-01
2023,2,phishing,35-44,TAS,21,47271,2023-02-01
2022,10,investment,65+,SA,32,30658,2022-10-01
2023,12,investment,45-54,WA,43,2654,2023-12-01
2022,7,task-based scam,65+,ACT,31,37133,2022-07-01
2020,1,phishing,45-54,QLD,34,49996,2020-01-01
2022,6,task-based scam,65+,WA,10,1807,2022-06-01
2020,9,identity theft,35-44,SA,1,29299,2020-09-01
2023,6,identity theft,45-54,NT,31,26678,2023-06-01
2022,11,investment,35-44,NT,6,9450,2022-11-01
2023,7,task-based scam,65+,NSW,16,17994,2023-07-01
2025,4,financial fraud,65+,SA,23,28280,2025-04-01
2021,11,financial fraud,25-34,SA,43,37482,2021-11-01
2024,10,phishing,45-54,VIC,6,22309,2024-10-01
2025,12,financial fraud,18-24,ACT,22,27094,2025-12-01
2019,1,investment,65+,WA,9,47877,2019-01-01
2023,11,investment,18-24,VIC,38,19359,2023-11-01
2020,1,phishing,65+,NSW,23,34202,2020-01-01
2019,8,financial fraud,35-44,QLD,8,47751,2019-08-01
2024,5,task-based scam,35-44,WA,49,5241,2024-05-01
2025,7,task-based scam,25-34,NSW,45,13062,2025-07-01
2022,9,task-based scam,65+,ACT,33,37906,2022-09-01
2020,3,investment,55-64,VIC,1,47222,2020-03-01
2019,12,financial fraud,65+,NT,12,27724,2019-12-01
2025,6,identity theft,18-24,NSW,44,14946,2025-06-01
2019,6,task-based scam,45-54,SA,3,4965,2019-06-01
2023,6,financial fraud,25-34,NT,18,23052,2023-06-01
2025,1,investment,35-44,QLD,28,22766,2025-01-01
2022,11,financial fraud,45-54,ACT,29,37733,2022-11-01
2022,10,identity theft,18-24,WA,23,13415,2022-10-01
2022,9,identity theft,55-64,ACT,32,1006,2022-09-01
